,Source,Target,value,nb_transactions
493,71554939,292,108974684879.0,352.0
494,Bitbond.com,BTCJam.com,48024624418.0,320.0
495,SatoshiDice.com,ePay.info_CoinJoinMess,866795818738.0,1885.0
496,CoinCafe.com,1138,93384875.0,3.0
497,71554939,523,69533632745.0,198.0
498,BitBargain.co.uk,Poloniex.com,103377467022.0,304.0
499,354,Huobi.com,3062501736949.0,2912.0
500,Loanbase.com,Bitbond.com,78738270346.0,147.0
501,BTCJam.com,BitBargain.co.uk,6217263088.0,24.0
502,SatoshiDice.com,421,666344458.0,15.0
503,354,FYBSG.com,189092408786.0,310.0
504,898,Loanbase.com,973637006.0,9.0
505,CoinJar.com,Bter.com,7943836073.0,20.0
506,Bter.com,Huobi.com,206388149873.0,210.0
507,641,BTC-e.com,4830755429.0,153.0
508,Bitstamp.net,CoinCafe.com,371881256418.0,35.0
509,Cryptonator.com,HolyTransaction.com,1349141149.0,284.0
510,CoinJar.com,CoinTrader.net_LocalBitcoins.com,197892644390.0,194.0
511,Poloniex.com,523,195050300688287.0,4860.0
512,Bitcoin.de,Poloniex.com,12724839976220.0,11002.0
513,CoinGaming.io,Bter.com,679385051.0,11.0
514,Matbea.com,BTC-e.com,276360840125.0,271.0
515,ePay.info_CoinJoinMess,BitcoinFog,4687433887498.0,1692.0
516,BtcTrade.com,Huobi.com,696605513330.0,517.0
517,Xapo.com,BX.in.th,3165243153622.0,4663.0
518,1391,BTC-e.com,685688464948.0,198.0
519,CoinTrader.net_LocalBitcoins.com,FortuneJack.com,49795141680.0,67.0
520,57,Loanbase.com,9290232491.0,74.0
521,Paymium.com,Poloniex.com,10928117869815.0,1143.0
522,Cryptonator.com,0,11537103107.0,2930.0
523,Bter.com,BTC-e.com,238215096171.0,471.0
524,Bitbond.com,BTC-e.com,6525629265.0,54.0
525,348,CoinGaming.io,4096978595.0,100.0
526,70927660,BTC-e.com,26015297555.0,211.0
527,289,Poloniex.com,301444322551.0,1373.0
528,269,CoinSpot.com.au,4105145.0,3.0
529,1391,1805,23666101.0,6.0
530,Huobi.com,Bter.com,3035209058693.0,3740.0
531,HolyTransaction.com,BTC-e.com,5754683790.0,333.0
532,Bitbond.com,Loanbase.com,36182902870.0,235.0
533,57,BitcoinFog,20166709011.0,202.0
534,821,CoinTrader.net_LocalBitcoins.com,333007367412.0,278.0
535,BX.in.th,CoinTrader.net_LocalBitcoins.com,1043907120746.0,796.0
536,Loanbase.com,421,18709542666.0,54.0
537,71554939,107,77334332326.0,304.0
538,SimpleCoin.cz,BitcoinFog,1528271771.0,10.0
539,CoinTrader.net_LocalBitcoins.com,SatoshiMines.com,91189398233.0,101.0
540,SatoshiMines.com,421,25814644691.0,1953.0
541,Bitstamp.net,Loanbase.com,4172170124002.0,133.0
542,Bitstamp.net,107,110513916183498.0,7443.0
543,175,354,228056078039.0,1060.0
544,HolyTransaction.com,FortuneJack.com,1282857549.0,510.0
545,Bitstamp.net,Huobi.com,43068324858032.0,1602.0
546,71554939,227,500328023713.0,1454.0
547,Bit-x.com,BTC-e.com,2559242325116.0,700.0
548,Bitstamp.net,417,14292043224558.0,1023.0
549,CoinCafe.com,ePay.info_CoinJoinMess,62308693102.0,29.0
550,269,BTC-e.com,34707806340.0,2171.0
551,TheRockTrading.com,Bitstamp.net,60430275390.0,70.0
552,417,ePay.info_CoinJoinMess,1501367730793.0,1565.0
553,Bitcoin.de,BitcoinFog,1294127344570.0,1411.0
554,CoinPayments.net,BTC-e.com,240234878039.0,3087.0
555,Loanbase.com,CoinTrader.net_LocalBitcoins.com,663449867393.0,1101.0
556,289,Xapo.com,141557176239.0,960.0
557,69697250,898,15892055210708.0,2464.0
558,Xapo.com,1138,2763287547184.0,1699.0
559,CoinTrader.net_LocalBitcoins.com,BTCJam.com,167557040614.0,212.0
560,Xapo.com,BtcTrade.com,3064443826681.0,930.0
561,57,269,2248168246.0,421.0
562,CoinJar.com,BTC-e.com,121537840704.0,257.0
563,Rollin.io,SafeDice.com,2846960854.0,266.0
564,1149,999Dice.com,170682633.0,83.0
565,CoinJar.com,CoinSpot.com.au,97552173519.0,213.0
566,Cryptonator.com,Rollin.io,953503976.0,168.0
567,BTCJam.com,BTCC.com,5572281978.0,34.0
568,CoinTrader.net_LocalBitcoins.com,61,2515498044531.0,2687.0
569,MercadoBitcoin.com.br,Loanbase.com,3657149131.0,3.0
570,SlushPool.com,354,13565493238706.0,4931.0
571,Cryptonator.com,FortuneJack.com,3436619013.0,747.0
572,BitBargain.co.uk,BitcoinFog,144842810868.0,315.0
573,396,Bter.com,118198962774.0,80.0
574,73963652,0,3641366968.0,63.0
575,641,CoinTrader.net_LocalBitcoins.com,8149414689.0,209.0
576,107,Bitstamp.net,21389800549592.0,10490.0
577,CoinGaming.io,0,58001800256.0,1117.0
578,Xapo.com,SafeDice.com,865738196236.0,634.0
579,BitBargain.co.uk,898,633654377699.0,863.0
580,Bitcoin.de,Xapo.com,820388764455.0,847.0
581,CoinTrader.net_LocalBitcoins.com,BX.in.th,24903690631.0,30.0
582,Bit-x.com,ePay.info_CoinJoinMess,191860310645.0,187.0
583,999Dice.com,Bitcoin.de,6845055332.0,180.0
584,BtcTrade.com,BTC-e.com,1438871342469.0,326.0
585,Bitstamp.net,BTCC.com,20866968415244.0,908.0
586,Loanbase.com,57,7094937789.0,35.0
587,CoinTrader.net_LocalBitcoins.com,999Dice.com,202866679159.0,183.0
588,71554939,PocketDice.io,195777031936.0,980.0
589,CoinTrader.net_LocalBitcoins.com,BitcoinFog,769935140279.0,644.0
590,CoinTrader.net_LocalBitcoins.com,Loanbase.com,96207865862.0,130.0
591,999Dice.com,269,7103385859.0,307.0
592,SlushPool.com,417,204278024348.0,64.0
593,Loanbase.com,348,25161083329.0,33.0
594,SafeDice.com,Xapo.com,3147117786.0,167.0
595,898,ePay.info_CoinJoinMess,150277408596.0,469.0
596,289,CoinTrader.net_LocalBitcoins.com,435565230643.0,564.0
597,Bitstamp.net,57,10254810436928.0,471.0
598,CoinTrader.net_LocalBitcoins.com,Xapo.com,151505247220.0,136.0
599,CoinJar.com,CoinGaming.io,59916737940.0,328.0
600,354,101,35312997953.0,17.0
601,348,641,179501259.0,19.0
602,348,BTC-e.com,2660606332613.0,3409.0
603,Paymium.com,ePay.info_CoinJoinMess,2374578581628.0,311.0
604,CoinTrader.net_LocalBitcoins.com,BitBargain.co.uk,367616712279.0,310.0
605,Poloniex.com,57,130803428754062.0,3385.0
606,Cryptonator.com,Bter.com,230347484.0,92.0
607,CoinPayments.net,Bitstamp.net,133280261095.0,886.0
608,999Dice.com,1138,553917599.0,8.0
609,Xapo.com,SatoshiDice.com,1327971678341.0,1200.0
610,57,SatoshiMines.com,5846073152.0,2319.0
611,1226,Huobi.com,2430090680071.0,605.0
612,CoinTrader.net_LocalBitcoins.com,CoinPayments.net,120349010716.0,123.0
613,Bitstamp.net,OKCoin.com,58569541988257.0,2636.0
614,107,BitBargain.co.uk,308971565853.0,136.0
615,CoinTrader.net_LocalBitcoins.com,289,19608615795.0,28.0
616,Rollin.io,Xapo.com,31727344189.0,2869.0
617,MercadoBitcoin.com.br,Bitcoin.de,3898286013.0,23.0
618,69984672,73963652,2876119728.0,47.0
619,523,OKCoin.com,8408175408.0,29.0
620,70063369,348,159793037568.0,446.0
621,289,Bter.com,2444771679.0,35.0
622,57,CoinTrader.net_LocalBitcoins.com,2071165321812.0,1104.0
623,Bitstamp.net,BitcoinFog,14463177035689.0,621.0
624,BTCJam.com,57,31476337348.0,530.0
625,CoinTrader.net_LocalBitcoins.com,CoinGaming.io,714200043092.0,645.0
626,Bitstamp.net,FYBSG.com,1364068077737.0,68.0
627,CoinTrader.net_LocalBitcoins.com,Huobi.com,3211352045291518.0,51206.0
628,0,HolyTransaction.com,5960525472.0,1153.0
629,0,Cryptonator.com,16429128528.0,5388.0
630,CoinTrader.net_LocalBitcoins.com,641,28374649123.0,34.0
631,Matbea.com,ePay.info_CoinJoinMess,35937812129.0,109.0
632,70063369,Bitbond.com,3551489427.0,15.0
633,SimpleCoin.cz,Xapo.com,135316545258.0,534.0
634,Poloniex.com,SatoshiMines.com,42832711717655.0,1252.0
635,CoinTrader.net_LocalBitcoins.com,BTC-e.com,1586114865034.0,1356.0
636,CoinTrader.net_LocalBitcoins.com,ePay.info_CoinJoinMess,2121538407123.0,1715.0
637,BitBargain.co.uk,CoinTrader.net_LocalBitcoins.com,219234555678.0,346.0
638,FYBSG.com,ePay.info_CoinJoinMess,10648931496.0,97.0
639,FortuneJack.com,421,3391743514.0,852.0
640,999Dice.com,CoinPayments.net,1678403364.0,98.0
641,289,Cryptonator.com,71347863836.0,308.0
642,523,ePay.info_CoinJoinMess,37178629662.0,102.0
643,BitBargain.co.uk,0,44740137537.0,144.0
644,BTCJam.com,Bitstamp.net,33956395648.0,322.0
645,122,ePay.info_CoinJoinMess,41440980315.0,93.0
646,BTCJam.com,Poloniex.com,55490647779.0,1053.0
647,523,871,51220012168.0,93.0
648,CoinTrader.net_LocalBitcoins.com,FYBSG.com,11976081610.0,15.0
649,0,FortuneJack.com,82754390942.0,12485.0
650,Cryptonator.com,BTC-e.com,65412323418.0,1179.0
651,Bitstamp.net,MercadoBitcoin.com.br,25644632904716.0,1412.0
652,57,CoinPayments.net,149502505130.0,2092.0
653,BTCJam.com,OKCoin.com,18403024400.0,161.0
654,Bitstamp.net,175,16816985718452.0,1087.0
655,HaoBTC.com,354,125317089836.0,154.0
656,Paymium.com,Bitcoin.de,600227268468.0,74.0
657,CoinPayments.net,Poloniex.com,134341011764.0,903.0
658,292,ePay.info_CoinJoinMess,10935368288.0,2175.0
659,71554939,Huobi.com,2553494365.0,7.0
660,PocketDice.io,Bter.com,1155449401.0,136.0
661,Bitstamp.net,CoinJar.com,2674637008181.0,166.0
662,16621,CoinTrader.net_LocalBitcoins.com,3530772099.0,22.0
663,419,Bter.com,1137285609.0,333.0
664,1226,CoinTrader.net_LocalBitcoins.com,9889939591.0,19.0
665,PocketDice.io,CoinTrader.net_LocalBitcoins.com,6451886945.0,576.0
666,175,821,1044417848747.0,1108.0
667,57,BTC-e.com,141034485452.0,852.0
668,PocketDice.io,Rollin.io,4030570971.0,308.0
669,Poloniex.com,107,341782638670700.0,6436.0
670,CoinGaming.io,BTC-e.com,86210754575.0,533.0
671,PocketDice.io,Xapo.com,422400804064.0,60282.0
672,70927660,0,27348484545.0,294.0
673,YoBit.net,421,311102336673.0,2841.0
674,Bitstamp.net,Xapo.com,56646467330327.0,4628.0
675,71554939,CoinPayments.net,119006819724.0,470.0
676,0,SatoshiDice.com,4842186961.0,866.0
677,417,CoinPayments.net,109902611712.0,184.0
678,FortuneJack.com,Poloniex.com,33443434451.0,646.0
679,SatoshiDice.com,57,893887367.0,36.0
680,57,HappyCoins.com,12463345.0,1.0
681,Rollin.io,0,54779035505.0,4866.0
682,Paymium.com,BTC-e.com,2325098625548.0,253.0
683,YoBit.net,Rollin.io,1362487575.0,120.0
684,154,BTC-e.com,87154394590.0,514.0
685,227,FortuneJack.com,3153702997.0,405.0
686,FortuneJack.com,CoinTrader.net_LocalBitcoins.com,19815636238.0,152.0
687,Bitstamp.net,CoinPayments.net,2758519716950.0,392.0
688,Bter.com,CoinPayments.net,2009345402.0,4.0
689,417,BtcTrade.com,205078154741.0,125.0
690,71554939,SatoshiMines.com,95343092963.0,539.0
691,Rollin.io,Bitstamp.net,176571199485.0,204.0
692,Bitcoin.de,Bitstamp.net,867085776152.0,620.0
693,Bitstamp.net,421,1273867608098.0,120.0
694,999Dice.com,Matbea.com,40258222843.0,1356.0
695,Poloniex.com,641,4186524146658.0,264.0
696,Xapo.com,61,697284819582.0,598.0
697,Vaultoro.com,CoinTrader.net_LocalBitcoins.com,6694339425.0,26.0
698,Matbea.com,999Dice.com,13029837573.0,71.0
699,1391,Poloniex.com,6251372425.0,125.0
700,FortuneJack.com,641,2643603761.0,66.0
701,CoinGaming.io,BTCJam.com,643065844.0,23.0
702,821,BTC-e.com,446186486800.0,204.0
703,69984672,CoinTrader.net_LocalBitcoins.com,4620240454.0,39.0
704,SecondsTrade.com,0,647965361.0,117.0
705,1070,MercadoBitcoin.com.br,161384814.0,22.0
706,57,Cryptonator.com,1585417851.0,97.0
707,61,BitcoinFog,177141793080.0,466.0
708,999Dice.com,523,5367709425.0,131.0
709,1567,0,13420142984.0,1674.0
710,1567,Cryptonator.com,8446932.0,11.0
711,HaoBTC.com,BTC-e.com,421285530042.0,322.0
712,Paymium.com,BitcoinFog,1109783351659.0,125.0
713,1138,CoinTrader.net_LocalBitcoins.com,12102566334.0,466.0
714,0,PocketDice.io,33390283767.0,21500.0
715,FYBSG.com,CoinTrader.net_LocalBitcoins.com,30006807059.0,94.0
716,Bitstamp.net,Paymium.com,9984037972919.0,390.0
717,61,BX.in.th,1570873291.0,17.0
718,Poloniex.com,Paymium.com,27810693552321.0,795.0
719,CoinGaming.io,Poloniex.com,85465624035.0,590.0
720,Poloniex.com,BX.in.th,1102425523861802.0,24834.0
721,73832915,BTC-e.com,19992558730.0,71.0
722,999Dice.com,YoBit.net,22559102711.0,1845.0
723,BX.in.th,CoinGaming.io,218785583254.0,852.0
724,Huobi.com,Bitstamp.net,10619623873585.0,1767.0
725,SlushPool.com,18972,17313804070.0,4.0
726,289,0,298023810898.0,426.0
727,Bitcoin.de,SatoshiDice.com,41691670603.0,58.0
728,269,YoBit.net,4394200299.0,716.0
729,107,354,60671468449.0,132.0
730,Xapo.com,TheRockTrading.com,114397161171.0,83.0
731,Xapo.com,CoinSpot.com.au,503945055989.0,385.0
732,Poloniex.com,SecondsTrade.com,157962141681.0,3.0
733,Xapo.com,Bitbond.com,1428534551133.0,598.0
734,Poloniex.com,BTCJam.com,17003211719394.0,1019.0
735,Poloniex.com,175,252982517036020.0,5155.0
736,CoinPayments.net,421,503299236987.0,4971.0
737,BtcTrade.com,BTCC.com,1451100454638.0,1188.0
738,Paymium.com,BTCJam.com,89318560661.0,17.0
739,Bit-x.com,289,84305049758.0,34.0
740,Bitcoin.de,348,46276739540.0,70.0
741,SlushPool.com,Poloniex.com,8043392088633.0,3713.0
742,821,ePay.info_CoinJoinMess,10318894527.0,36.0
743,107,BTCJam.com,464415273824.0,225.0
744,0,Bit-x.com,55399082270.0,1124.0
745,69984672,BTC-e.com,8935389444.0,90.0
746,71554939,CoinTrader.net_LocalBitcoins.com,216888029177.0,480.0
747,Matbea.com,CoinTrader.net_LocalBitcoins.com,22966590900.0,111.0
748,Poloniex.com,CoinJar.com,48103102142385.0,1240.0
749,Poloniex.com,TheRockTrading.com,57043374095362.0,1053.0
750,Bit-x.com,Poloniex.com,1622014495495.0,1128.0
751,5162,Xapo.com,6703466364510.0,142.0
752,CoinGaming.io,289,73014096.0,13.0
753,70063369,BTC-e.com,67219690960.0,188.0
754,CoinGaming.io,354,128124183.0,11.0
755,Bitbond.com,OKCoin.com,1997104083.0,27.0
756,CoinTrader.net_LocalBitcoins.com,0,383850433469.0,535.0
757,HappyCoins.com,Bitcoin.de,25658953363.0,108.0
758,Bit-x.com,SatoshiMines.com,3535555740.0,27.0
759,0,LuckyB.it,311120453.0,312.0
760,354,Loanbase.com,86886857672.0,122.0
761,MercadoBitcoin.com.br,1138,4001271.0,2.0
762,Poloniex.com,CoinPayments.net,53087519048340.0,1734.0
763,57,BTCJam.com,14278664783.0,204.0
764,16621,289,265981500.0,62.0
765,MercadoBitcoin.com.br,Xapo.com,2478070785.0,18.0
766,417,0,201244742086.0,213.0
767,175,CoinGaming.io,62393847928.0,326.0
768,PocketDice.io,ePay.info_CoinJoinMess,18465997176.0,3325.0
769,Xapo.com,OKCoin.com,1319515594538.0,790.0
770,469,421,3674170316.0,56.0
771,71554939,354,153755539843.0,566.0
772,Rollin.io,Bter.com,154642142.0,50.0
773,269,289,3709348001.0,193.0
774,227,Xapo.com,1877813951.0,233.0
775,CoinJar.com,ePay.info_CoinJoinMess,147083755174.0,349.0
776,Bitbond.com,CoinTrader.net_LocalBitcoins.com,31011088215.0,150.0
777,CoinJar.com,Poloniex.com,727630773282.0,1808.0
778,BX.in.th,ePay.info_CoinJoinMess,1053907335933.0,2597.0
779,57,289,160117805.0,24.0
780,SlushPool.com,BTCJam.com,631703400137.0,206.0
781,57,107,219251543738.0,1631.0
782,70063369,SatoshiDice.com,1128333840.0,4.0
783,CoinGaming.io,HolyTransaction.com,598445707.0,36.0
784,YoBit.net,Bitcoin.de,13586781110.0,211.0
785,107,FortuneJack.com,4612959029.0,48.0
786,BitBargain.co.uk,Bitstamp.net,46957693261.0,68.0
787,Bitstamp.net,523,7237709125644.0,461.0
788,417,OKCoin.com,351992522396.0,234.0
789,LuckyB.it,Poloniex.com,10800257.0,10.0
790,0,BitBargain.co.uk,741766762.0,38.0
791,289,227,2322111525.0,67.0
792,CoinMotion.com,BTC-e.com,21971817058.0,66.0
793,348,354,30397667.0,7.0
794,69383113,0,5604052208.0,78.0
795,CoinTrader.net_LocalBitcoins.com,Poloniex.com,88050010837.0,76.0
796,821,Poloniex.com,424359844446.0,605.0
797,871,ePay.info_CoinJoinMess,33484790492.0,174.0
798,269,ePay.info_CoinJoinMess,8999319762.0,235.0
799,SatoshiMines.com,999Dice.com,2812688736.0,544.0
800,57,CoinJar.com,31300879016.0,86.0
801,101,Cryptonator.com,3513539622.0,44.0
802,CoinMotion.com,Xapo.com,40170042784.0,248.0
803,Bitbond.com,Cryptonator.com,1402961793.0,19.0
804,821,122,1572176713312.0,1130.0
805,YoBit.net,0,218051353171.0,5328.0
806,1226,OKCoin.com,187612856523.0,160.0
807,Loanbase.com,ePay.info_CoinJoinMess,209096729047.0,332.0
808,YoBit.net,Huobi.com,127350255106.0,547.0
809,CoinPayments.net,417,1580078385103.0,5027.0
810,CoinJar.com,Xapo.com,60261831349.0,182.0
811,MercadoBitcoin.com.br,0,18559674077.0,50.0
812,175,999Dice.com,58123143156.0,233.0
813,898,354,389546865.0,4.0
814,SimpleCoin.cz,BTC-e.com,33526681667.0,130.0
815,269,421,6124778176.0,265.0
816,269,OKCoin.com,581532158.0,33.0
817,0,Vaultoro.com,6091084716.0,280.0
818,HolyTransaction.com,YoBit.net,1240551545.0,253.0
819,227,ePay.info_CoinJoinMess,17903490216.0,2094.0
820,LuckyB.it,0,348556532.0,310.0
821,999Dice.com,1149,1541967680.0,135.0
822,69827719,ePay.info_CoinJoinMess,7187841114.0,53.0
823,CoinJar.com,FortuneJack.com,7983019759.0,39.0
824,Bitstamp.net,354,3085618230402.0,327.0
825,0,Bitbond.com,15455320363.0,859.0
826,CoinTrader.net_LocalBitcoins.com,Bitstamp.net,534473812104.0,254.0
827,0,Huobi.com,276728641231.0,2303.0
828,CoinTrader.net_LocalBitcoins.com,HolyTransaction.com,12069319990.0,4.0
829,SlushPool.com,Bit-x.com,434604232592.0,175.0
830,354,CoinMotion.com,123204484364.0,153.0
831,FortuneJack.com,PocketDice.io,1198339312.0,243.0
832,Bitcoin.de,107,104672827677.0,67.0
833,CoinTrader.net_LocalBitcoins.com,1138,12027165088.0,32.0
834,107,CoinCafe.com,9874624695.0,10.0
835,227,289,610005519.0,139.0
836,CoinTrader.net_LocalBitcoins.com,269,22188004090.0,27.0
837,469,154,10303317346.0,40.0
838,CoinTrader.net_LocalBitcoins.com,421,8687894898.0,17.0
839,Poloniex.com,LuckyB.it,84636600582.0,10.0
840,Bter.com,419,4546423948.0,410.0
841,0,348,9023259391.0,2349.0
842,FortuneJack.com,57,9848796441.0,377.0
843,Bitstamp.net,CoinGaming.io,11977243414727.0,1355.0
844,Bitstamp.net,269,1262956664605.0,131.0
845,354,CoinJar.com,727885857074.0,951.0
846,1391,BTCJam.com,395139453.0,28.0
847,SatoshiDice.com,CoinTrader.net_LocalBitcoins.com,66524668070.0,276.0
848,71554939,CoinJar.com,37519664370.0,98.0
849,CoinGaming.io,175,20090633814.0,151.0
850,269,CoinTrader.net_LocalBitcoins.com,1912849883.0,88.0
851,999Dice.com,BTCJam.com,1268791493.0,76.0
852,Poloniex.com,OKCoin.com,350394390134737.0,12697.0
853,269,35,797414559.0,144.0
854,71554939,Matbea.com,34639681048.0,111.0
855,Huobi.com,YoBit.net,1471368912477.0,1103.0
856,0,523,32336359248.0,518.0
857,CoinCafe.com,BitcoinFog,30346971322.0,18.0
858,Bitstamp.net,292,3866962885432.0,371.0
859,289,BTCJam.com,2795056468.0,35.0
860,SlushPool.com,Paymium.com,58920501299.0,17.0
861,CoinJar.com,SatoshiMines.com,14165356905.0,29.0
862,Cryptonator.com,1149,77268064.0,47.0
863,354,BX.in.th,18245612939955.0,22485.0
864,57,18972,9383025.0,1.0
865,Rollin.io,PocketDice.io,4676978944.0,437.0
866,CoinPayments.net,Huobi.com,428238621500.0,2172.0
867,396,PocketDice.io,627954623957.0,1013.0
868,354,35,807397475399.0,1238.0
869,5162,1226,1880612093148.0,403.0
870,Paymium.com,0,2236217028934.0,207.0
871,0,292,1925299065.0,527.0
872,396,CoinSpot.com.au,27187134286.0,35.0
873,YoBit.net,OKCoin.com,103530496634.0,443.0
874,PocketDice.io,BX.in.th,6290526635.0,847.0
875,35,FortuneJack.com,1462862882.0,167.0
876,107,OKCoin.com,446306860426.0,188.0
877,Bitstamp.net,FortuneJack.com,1252064555217.0,170.0
878,0,1070,1018363531.0,51.0
879,354,107,3499675409241.0,4347.0
880,821,Bitstamp.net,68164017957.0,67.0
881,Cryptonator.com,CoinPayments.net,2801955038.0,491.0
882,CoinPayments.net,YoBit.net,69769711690.0,429.0
883,Poloniex.com,PocketDice.io,84124394017742.0,2016.0
884,107,ePay.info_CoinJoinMess,1861826040575.0,977.0
885,700,MercadoBitcoin.com.br,3299402132.0,24.0
886,227,Poloniex.com,13093744857.0,727.0
887,SlushPool.com,Loanbase.com,238326501432.0,105.0
888,CoinPayments.net,OKCoin.com,168894264591.0,1488.0
889,354,227,2223102627706.0,3679.0
890,YoBit.net,107,7149496586.0,253.0
891,73963652,72472408,11792742126.0,124.0
892,269,999Dice.com,140345688.0,52.0
893,PocketDice.io,YoBit.net,10346010508.0,1457.0
894,Bitstamp.net,16621,126707614752.0,23.0
895,YoBit.net,61,36297061677.0,2003.0
896,Bit-x.com,CoinPayments.net,8341629941.0,207.0
897,101,CoinPayments.net,10348197156.0,231.0
898,Poloniex.com,CoinGaming.io,163611437030742.0,4738.0
899,69697250,523,1088853758834.0,117.0
900,CoinPayments.net,CoinMotion.com,516459815.0,83.0
901,227,61,14387942541.0,1248.0
902,Poloniex.com,61,205329125989464.0,5117.0
903,227,PocketDice.io,2050251918.0,347.0
904,YoBit.net,999Dice.com,19722130911.0,1359.0
905,CoinPayments.net,CoinJar.com,88170413850.0,225.0
906,Rollin.io,CoinTrader.net_LocalBitcoins.com,28653810498.0,542.0
907,YoBit.net,FortuneJack.com,7162774812.0,404.0
908,FortuneJack.com,SafeDice.com,573092583.0,93.0
909,269,Poloniex.com,18138362672.0,1202.0
910,107,Poloniex.com,4051101656562.0,6676.0
911,CoinPayments.net,154,12439664470.0,94.0
912,0,1138,20005824279.0,2652.0
913,107,CoinPayments.net,1112884618992.0,1971.0
914,354,348,104671148213.0,166.0
915,Xapo.com,SimpleCoin.cz,183032286390.0,295.0
916,999Dice.com,61,1009854633.0,65.0
917,71554939,57,59805601209.0,458.0
918,BX.in.th,57,7285548863.0,15.0
919,CoinSpot.com.au,Cryptonator.com,300728541.0,22.0
920,0,BtcTrade.com,40153445774.0,863.0
921,Poloniex.com,1149,2243396977558.0,54.0
922,0,122,39741585350.0,875.0
923,469,YoBit.net,168885372943.0,705.0
924,SafeDice.com,0,29056851609.0,1148.0
925,Poloniex.com,SatoshiDice.com,18080794535310.0,601.0
926,PocketDice.io,227,10842072017.0,1843.0
927,CoinPayments.net,107,923965666352.0,3071.0
928,871,CoinPayments.net,25002600430.0,302.0
929,CoinJar.com,CoinPayments.net,26445081386.0,110.0
930,PocketDice.io,Cryptonator.com,51973772552.0,8077.0
931,107,YoBit.net,308095953415.0,636.0
932,CoinPayments.net,Rollin.io,934444544.0,12.0
933,175,0,13004152316.0,63.0
934,35,YoBit.net,86691883176.0,3165.0
935,35,354,53680360695.0,2536.0
936,641,CoinGaming.io,1334511774.0,170.0
937,Poloniex.com,FortuneJack.com,59284589383387.0,1989.0
938,Xapo.com,154,426324921470.0,983.0
939,CoinPayments.net,MercadoBitcoin.com.br,186739371497.0,1651.0
940,CoinPayments.net,BTCJam.com,2115331026.0,25.0
941,Bitcoin.de,Paymium.com,20988103714.0,18.0
942,SlushPool.com,CoinMotion.com,71547847331.0,24.0
943,YoBit.net,BTCJam.com,1139732245.0,70.0
944,Bitcoin.de,BTC-e.com,1393256382833.0,1172.0
945,Poloniex.com,HaoBTC.com,86215005870350.0,1957.0
